Skill Name,Description,Path,Tier,Augment,Special,Limitations,Phys Rep,Prerequisite,Uses Base Per Day,Uses Per Extra Tier,Uses Scale Start Tier,Periodicity,Per Milestone 1,Per Milestone 2
Artificier Affinity,"Your very presence fosters a familiar power, substituting your essence for the other ingredients.  Choose one Artificer Skill in Milestone 1 OR a specific Tier 1 or Tier 2 Artificer Object you have created a Schematic for.  Each event, you may activate this Skill or specific Object without consuming a gem to do so– and utilizing one fewer Fusion Point than normally required.  In-game procedures for the Skill or Object (e.g., the scene, the phys rep, object activation) must still exist/happen.",Artificer,4,,,"Upon taking [Artificer Affinity], you do not gain the benefits right away.  You must activate the prerequisite Skill or Object at six different events, then cap it off with a Guild-approved scene. The count of events starts at the in-game event you advise the Guild of your choice of Affinity. You may only take this skill once.  To change it, you must spend one event unlearning your Artificer Affinity first, then undergo the same procedure for the new Skill/Object.",,"The Skill or capability to create the relevant Object, plus relevant [Appraise] skill.", ,,,,,
Nargrax's Unyielding Shield,"[Armor]. Once per event, you manipulate your shield’s density to match the might of True Dragon Nargrax Damesguard.  Until the end of the encounter, your shield cannot be broken, so long as you are standing still.  While walking, this benefit is suppressed, but reactivates when motionless.",Artificer,4,"You may consume an Exquisite Gem and two Fusion Points for the Shield to negate effects bypassing shields (e.g., Alchemist’s Fire, Fireball, Disintegrate) until the end of the encounter. While walking, this benefit is suppressed, but reactivates when motionless.",This item cannot be pickpocketed.  It’s too big.,This shield counts toward the limit of equipped Artificer Objects a character may attune to at once.  You may not move during this encounter in any way faster than a walk.,A large tower shield with a silver ribbon tied to it—ideally dragonscale or with a dragon head printed on it.,,1,,,Per Event,,
Bypass Encryption 2,"[Runes]. Spend 10 minutes per Tier of the encryption to break the code, being able to use this as a reference material for use to create your own Schematic.",Artificer,4,,,"If used as a reference material for replicating a Schematic for yourself, you mark up the formerly encrypted Schematic so much that it ceases to be useful and is effectively consumed.  Reference materials of decrypted Schematics cannot be enhanced by your own Schematic encryption at this stage.  It was difficult enough to decrypt.  You may only bypass an encryption once per event.",,Bypass Encryption 1,1,,,Per Event,,
Field Instrument,"The Bard is able to carry an instrument of their choosing onto the field. Instruments include: flutes, acoustic guitars, mandolins, accordions, vocals, and many more.",Bard,1,,,,,, ,,,,,
Bardic Casting,"Bardic casting- in lieu of reading from a book or scroll, a bard can perform any non-combat spell that they have already obtained via a skill path by performing for 1 minute. They do not need to hold the spellbook; they do have to incorporate any special physreps; physreps denoting the location of the effect, such as Ward ribbons, are still required. This does not apply for any combat spell. This functions for spells of tier up to their Bard Tier; at Bard T6 this functions for any spell. No usage limit. ",Bard,1,,,"Requirements: performance of at least 1 minute, expend use of the affected skill, physreps required by the skill.",,, ,,,,,
Bardic Anecdote,"Outside of combat, a warrior or rogue may relay a tale or sing a song in lieu of the physical/rp component of repair or lockpicking skills that they have already obtained via a skill path. Does NOT apply to pickpocket. This functions for skills of up to their Bard Tier; at Bard T6 this functions for any elegible skill. No usage limit. ",Bard,1,,,"Requirements: performance of at least 1 minute, expend use of the affected skill.",,, ,,,,,
Alarm,"With a sudden clamor, loud music, or general uproarious boisterousness, the bard awakens those in the vicinity. Breaks sleep effects (and could possibly break lower tier Silence, trance/stun effects, certain mod effects?). Can be used once per day per Bard Milestone. Requirements: audible performance of at least 30s.",Bard,1,,,,,,1,,,Per Event Day,,
Peace Offering,"Outside combat, with a performance of at least 1 minute, the bard may improve the base attitude of an NPC by 1 step. The improved attitude can then be altered by PC actions as normal. If the NPC is attacked, their attitude reverts to base. Can be used once per day.",Bard,2,,,Requirements: a performance of at least 1 minute.,,,1,,,Per Event Day,,
Taunting Jest,"At the start of combat, the player loudly declares that “I (player name) am invoking Taunting Jest against (named target)”. This invocation is followed up by making a jest, insult, or boast aimed at the named target — audible to all. This will taunt the target into prioritizing you as their target. This effect lasts until:
You are reduced to 0 hit points
You disappear from the fighting area. 
Your target is interrupted by another person having targeted them. 
Cannot be used on the same character twice in a season. Can be used once per day. ",Bard,2,,,Requirements: RP,,,1,,,Per Event Day,,
Sleep,"When not in combat, you can weave a song of subtle dreaming around your foes. You can target one NPC (increasing to 3 at Bard Milestone 3), and lull them into trance or sleep. This effect can be broken by an rp effort to wake the player (don't touch people without their consent please), by any kind of damage, by any ability that removes status effects, or by Alarm. It may also be broken by environmental effects, or certain NPCs may be immune to it, at mod runner or organizer discretion. If used on a character under the effect of Iron Will or Mind Shield, the use of this skill is expended with no effect. This skill may be used once per day per Bard Milestone. ",Bard,2,,,Requirements: a performance of at least 1 minute.,,Alarm,1,,,Per Event Day,Y,Y
Bardic Inspiration of the Mage [Surf],"This favor while worn and active bestows the wearer with the ability to master the element of water and walk upon it unhindered like a great Mage from the ancient stories. The effect of this ability can be interpreted at discretion of the organizer- I.E. sure you can walk across water, but liquid surfaces like acid or lava may play out differently at organizer discretion.  
All characters affected must interact with the scene.",Bard,3,,,"Requirements: performance, favor",Gold colored belt favor with a black diamond icon.,, ,,,,,
Bringer of Word-Fame,"Once per season, the bard may create and publicly perform an original work glorifying the actions of another character, this piece should be at least 3 minutes in length (or per organizer approval). The subject character gains a skill point. This work may also qualify for Public Entertainer.  A bard may not use this skill to benefit any single character more than once.",Bard,3,,,Requirements: physrep and performance of at least 3 minutes,"Signed physrep of created piece, such as lyrics or choreography notes to be given to the recipeient",, ,,,,,
Harmonize,"Through shared song, you come to understand a creature on a deeper level than language. The Bard coaxes a creature who cannot use language into participating in a shared performance (humming along to a tune, swaying with a drumbeat, mimicking a dance) for at least 90 seconds and so gains the ability to communicate with them. Effect lasts for up to 10 minutes. May be used once per day, or twice per day at Bard T5. ",Bard,3,,,"Requirements: performance of at least 90 seconds, RP.",,,1,,,Per Event Day,,Y
Bardic Inspiration of the Rogue,The favor while worn and active bestows upon the wearer the nimbleness of the legendary rogues in the stories of old. It confers the ability “freedom of movement”. This makes the wearer immune from abilities that would make a character frozen or paralyzed. It also allows the wearer to stand in the presence of larger foes like giants (which would otherwise force players onto their knees).,Bard,4,,,"Requirements: performance, favor",Gold colored belt favor with a black arrow icon.,, ,,,,,
Public Entertainer,"Once per season, a bard may promote and give a performance of at least 4 minutes (or per organizer approval). Upon completion of the performance, the bard gains a skill point. This work may also qualify for Bringer of Word-Fame. You can only benefit from one skill point gain from professions per event.",Bard,4,,,"Requirements: performance of at least 4 minutes, publicly advertise performance.",,, ,,,,,
Student of the Ages,"Your familiarity with the depth and breadth of your art gives you insight into the cultural background of Osterra. This ability allows you to potentially learn some of the context of an object or event - usually a phrase, or a few sentences at most. Can use 1/day. ",Bard,4,,,"Requirements: organizer contribution, performance of 2 minutes.",,,1,,,Per Event Day,,
Bardic Inspiration of the Healer,"The favor while worn and active bestows upon the blessings of the healers of legend. The wearer when targeted by any healing spell or potion of any tier/strength level will find themselves fully restored, even from beyond death. ",Bard,5,,,"Requirements: performance, favor",Gold colored belt favor with a black chalice icon.,, ,,,,,
Bardic Circle,"Inspired by the bardic circles from our great community. A Bard knows that grand stories, inspiring dances, and brilliant performances can only be delivered to minds and hearts in a place of safety.  Outside of Combat fields, the Bard may create a specially warded area that can reasonably be considered a venue-- operating as a zone that allows entry for all and disallows combat within it.  This zone is sustained by performance within its boundary-- singing, storytelling, dancing, or other Bardic activities-- no matter who the performer is.  After 5 minutes without performance, Bardic Venue dissipates. Limitations: No character who has engaged in combat within 2 minutes may enter the Bardic Venue-- it is not to be used as a place to escape, hide,  or create an advantage in a fight.  The Bardic Venue must not be in an area denoted as a combat field. Can be used once per day.",Bard,5,,,Requirements: two and a half minute performance to begin the bardic.,"Lilac ribbon (may not need to be continuous, as needed to mark boundary)",,1,,,Per Event Day,,
Bardic Inspiration of the Warrior,"The favor while worn and active bestows upon the barer the spirit of a great hero that knew how to vanquish their foe. The favor allows the wielder to strike with ""True Strike"", meaning the damage type the foe would be most vulnerable against. I.E. if fighting a troll, your sword would swing fire damage. If fighting another Osterran or being that has no true weaknesses though for example, this boon would have no effect and the weapon strikes as normal. The effect of this ability when it is a “super effective” damage type is traditionally considered to be interpreted as conveying “double damage” but this can be left up to discretion of the organizer/mod runner overseeing that combat and may not always apply- I.E. some rarer beings (Ferdinand being an example) exist that require special artifacts to inflict damage. This should be used for PVE exclusively and should not be used in PVP without player consent.",Bard,5,,,"Requirements: performance, favor",Gold colored belt favor with a black sword icon,, ,,,,,
Legend Lore,"Through your experience with either the Bardic College or the traditions of your own people, you are knowledgeable about the great tales and songs that recorded the histories of old. This ability allows you to potentially gain greater insight regarding an artifact, location, or being of some renown.",Bard,6,,,"Requirements: organizer contribution, 3 minute performance.",,, ,,,,,
Read/Write Arcana,Player can decipher magic runes and read magic. This skill is foundational and a prerequisite for all other spells. Allows for the casting of all spells at a walk.,Healer,0,,,,,,,,,,,
Light/Darkness,Create a light equal to 10 feet per tier or create an area of magical Darkness equal to 10 feet per tier.,Healer,0,,,Can only have one in play at a time,"10 words in spellbook, a light producing implement or Black cloth to represent Darkness",,,,,,,
First Aid,"Restores use of a wounded limb, but does not heal it. Further damage to a bandaged limb will cause a character a mortal wound. This skill may also be used to “stabilize” another player, bringing them from “Dead” (Can not engage in play by any means) to “Mortalled” (can call out desperately for aid, may crawl away from combat or to original battle lines) or Mortalled to “Stable” (can move slowly, cannot use abilities or engage in combat). A player needs further healing to be Combat Ready.",Healer,0,,,This ability is only limited by the number of bandages carried by the player.,Bandage or wrap,,,,,,,
Sense Blessed/Cursed,"Can detect if object Blessed/Cursed, but not any details or effects. The invocation line should indicate which ailment is being searched for, as each casting can only detect one type of ailment.",Healer,0,,,"Single person or object, may be used 3x per day +1 per Healer Tier.",10 word spell in spellbook.,,3,1,0,Per Event Day,,
Basic Weapon Proficiency,"Players learn the basic combat and safety rules and the use of hand weapons and throwables. The Healer can now utilize single handed weapons, staves, LARP safe throwables, and two handed bludgeoning weapons such as hammers, maces.",Healer,0,,,,,,,,,,,
Armor Proficiency,Players learn about the armor that they wear and about its effective and safe use in play. A healer’s Maximum starting Armor Point total is 2.,Healer,0,,,,,,,,,,,
Shield Control,Players learn the art of Shield Control and may use shields in combat.,Healer,0,,,,,,,,,,,
Heal Minor,Heals 1 point of damage to a limb.,Healer,1,,,"May be used 3x per day +1 per Healer Tier, may not be used to heal mortal wounds, only able to be cast on a single character per use. ",15 word spell in spellbook. Holy Symbol or focus item (like larp medkit or LARP safe doctor’s tools),,3,1,0,Per Event Day,,
Sanctify/Defle Location,"Area marked cannot be exited or entered by  beings of a predetermined alignment. Combat can occur through an area surrounded by a Sanctify/Defile location spell, and beings of the predetermined alignment will take double damage from those inside the Location or if they step/move inside the location themselves. ",Healer,1,,,"1x per Tier per day, 10’ radius per tier, a healer may have one sanctified location active per tier.","25 word spell in spellbook. White ribbon around location, or object, and a written message denoting tier and caster's name",,1,1,0,Per Event Day,,
Detect Ailment,"The Player can detect disease or poison, identify its potential effects on characters, items, food/beverages, and other creatures of the realm.  In some cases, The Healer may also gain knowledge of the source. If a cure to the disease/poison is known in the world, the caster also gains knowledge of the cure.",Healer,1,,,3x per day +1 per Healer Tier. Only able to be cast on a single character or item. ,"25 word spell in spellbook, and roleplay.",,3,1,0,Per Event Day,,
Divine Blessed/Cursed,"Once detected with Sense Blessed/Cursed, Divine Blessed/Cursed will give the details and effects of said blessed/cursed object, person, or location. The Healer may also gain knowledge of the source as well as any known ways to cure or alleviate the effect outside of Remove Blessing/Curse. ",Healer,1,,,3x per day +1 per Healer Tier. Only able to be cast on a single character or item. ,"25 Word spell in spellbook, and roleplay.",,3,1,0,Per Event Day,,
Console,"Players influenced by the “fear” status effect will flee from the enemy that has caused the effect for 5 seconds or will wither to the ground, unable to fight. Console negates this effect for the targeted player after the effect has taken hold, and prevents the player from receiving the fear effect again for 1 hour.",Healer,1,,,3x per day +1 per Healer Tier. ,"25 Word spell in spellbook, and roleplay.",,3,1,0,Per Event Day,,
Minor Blessing,"The Healer now has access to the Tome of Blessings & Curses held by the Healer’s Guild. The Healer may choose 1 of the 3 Minor Blessings in play to place on a single item. When that item is held or possessed by another player, they are placed under the effect of the Blessings imparted. May be used 1 time per day. This skill may always be used to make a weapon Holy, allowing the weapon to deal holy damage with maximum casts of 1 per healer tier per day.",Healer,1,,,Healer may only have one item Cursed or Blessed in play at a time. The maximum Tier of the Blessing is equal to the Healer Tier of the Caster.,"An item, with a colorful ribbon/band around it with the name of the blessing attached. Effect of Blessing should be written and available in a card format for the player with the item that has received the effect.",Read/Write Arcana,1,1,0,Per Event Day,,
Heal Major,"Target player is fully healed from up to mortal wounds. Does not restore armor or any floating hit points/armor points, nor does it cure any ailments or physical conditions.",Healer,2,,,May be used 3x per day +1 per Healer Tier.,"30 word spell in spellbook, and roleplay.",Heal Minor,3,1,0,Per Event Day,,
Ritual Casting,"Player gains the ability to lead or join a ‘Ritual’. Ritual casting is used when the tier or power of a single caster would not be enough to achieve the desired effect. Each individual participating in the ritual may cast a single spell of their choice, and add the tier of the spell they cast to the effect of the effect being created, or expanding the area or number of items affected as appropriate. Each individual can only contribute one spell to each ritual. This ability can be used to achieve effects beyond normal spellcasting, as appropriate and approved by an organizer present.",Healer,2,,,,,,,,,,,
Scrolls & Potions,"The Healer gains the ability to produce scrolls and potions. Potions may be consumed by anyone, Scrolls may only be used if the user knows Read/Write Arcana.
To Create Potions or Scrolls, please refer to the full Scroll/Potion ruleset for limitations and mechanics.",Healer,2,,,,,,,,,,,
Holy Armor,"Absorbs the first 1 point of damage taken by the target, regardless of location. Once 1 point of damage is absorbed the spell fades, and the belt flag should be removed at first opportunity.",Healer,2,,,"May be used 1x per day +1 per Healer Tier. Holy Armor may not be stacked with other Holy Armors, or Arcane Armor.","35 word spell in spellbook, red belt flag with one white stripe, and roleplay.",,1,1,0,Per Event Day,,
Remove Curse/Blessing,"Can be used to remove curse/blessing on players, objects, and locations. Before breaking an unknown curse/blessing, the magic in question must be identified through the use of “Divine Blessed/Cursed.” Remove Blessing/Curse is successful only if the tier of the caster is equal to or higher than the tier of the Curse/Blessing being dispelled. Can be cast at a higher tier level if the player has access. (RP time multiplied by level cast).",Healer,2,,,"May be used 1x per day +1 per Healer Tier, single object, person, location (10’ sq)","35 word spell in spellbook, and roleplay.",,1,1,0,Per Event Day,,
Minor Curse,"The Healer, using the Tome of Blessings & Curses, may now choose 1 of the 3 Minor Curses in play to place on a single item. When that item is held or possessed by another player, they are placed under the effect of the Curse imparted. Can be used 1 time per day. This skill can always be used to make an item or weapon Unholy, allowing the weapon to deal unholy damage with maximum casts of 1 per healer tier per day",Healer,2,,,Healer may only have one item Cursed or Blessed in play at a time. The maximum Tier of the Curse is equal to the Healer Tier of the Caster.,"An item, with a colorful ribbon/band around it with the name of the Curse attached. Effect of Curse should be written and available in a card format for the player with the item that has received the effect.",Minor Blessing,1,1,0,Per Event Day,,
Cure Ailment,"Target poison of a lesser or equal tier to the caster or any disease is neutralized and further effects are negated, but any Hit Point Damage will still need to be healed.",Healer,3,,,May be used 1x per day +1 per Healer Tier above 4.,"50 word spell in spellbook, and roleplay.",Detect Disease/Poison,1,1,4,Per Event Day,,
Heal Senses,"The player may heal/restore the senses of a target player. This spell will restore sight, hearing, and touch. It will also restore the voice of a character that has been silenced.",Healer,3,,,May be used 1x per day +1 per Healer Tier above 3.,"50 word spell in spellbook, and roleplay.",,1,1,3,Per Event Day,,
Heal Group Minor,"The player may stabilize or heal 1 hit point from a group of players, up to their Healer tier.",Healer,3,,,"May be used 1x per day +1 per Healer Tier above 3, may not be used to heal torso/mortal wounds, Target number of persons up to caster’s highest tier. See Heal (minor) for other mechanics/effects","45 word spell in spellbook, and roleplay, each player must be pointed to or touched.",Heal Major,1,1,3,Per Event Day,,
Self Sacrifice,"The player may take the place of a wounded or killed player. This spell may also be used to assume the affliction of another player, such as blindness, or silence, or take on the illness of another player, such as poison, or disease effects. If the target player was deceased or injured, that player is healed and restored to play, including armor but not any other form of protection. The caster assumes all effects of the injury or affliction.",Healer,3,,,"May be used 1x per day, gaining an additional use every three tiers.","30 word spell in spellbook, and roleplay.",,1,0.33,0,Per Event Day,,
Warp Wood,"(Combat Magic) The player has learned to channel the negative energy of nature into an offensive power that they can throw at enemies or objects. A target hit by Warp Wood/Decay will warp all wood and decay natural materials on a humanoid-sized target rendering them unusable. Warp Wood will affect items including shields, bows, arrows, crossbows, bolts, javelins, polearms. A single Warp Wood/Decay will not affect large items such as siege weapons, gates, ships, ect., but a game organizer may determine if, and how many Warp Wood/Decay spell attacks may be able to damage some larger than humanoid sized targets.",Healer,3,,"Damage: 0 points, Magic, Necrotic",May be used 1x per day +1 per every 2 Healer Tiers.,"30 word spell in spellbook, and roleplay. 6” Brown Spell Ball",,1,1,2,Per Event Day,,
Compel Turth,"The player may ask another player, or NPC, a number of yes or no questions equal to their highest Healing Tier. The target player or NPC must answer the questions to the best of their abilities and may answer with a yes, no, or brief unambiguous statement.",Healer,3,,,"May be used 1x per day +1 per Healer Tier above 3. Iron Will, Mind Shield, and other abilities or spells with similar mental effects will reduce or negate Compel Truth based on Tier of user. An individual with Iron Will or Mind shield halves the number of questions Compel truth can force them to answer. Additionally if their Mage (Mind Shield) or Warrior(Iron Will) Tier is higher than the caster’s Healer Tier, Compel Truth has no effect.","50 word spell in spellbook, and roleplay.",,1,1,3,Per Event Day,,
Inflict Minor Curses and Wounds,(Combat Magic) The Healer summons spiritual energy that can be thrown at target player or NPC that either does 1 point of holy/unholy damage or imparts 1 of the 3 available  minor curses from the Tome of Blessings & Curses.,Healer,3,,,"All curses inflicted this way are removed if the affected player receives a Coup de Grâce style blow. May be used 1 time per day, with an additional use added for every healer tier above 3. Damage and curses are blocked by shields and armor.","30 word spell written in spellbook and roleplay. Minimum 3” black spellball, alternatively character themed coreless throwing weapons painted black may be used, such as darts, knives, and hammers. If a curse is being imparted, an invocation line including the curse name and effect should be added on to the spell, minimum an additional 5 words.",,1,1,3,Per Event Day,,
Speak with Dead,The player is able to contact and communicate with the dead and is able to ask 3 questions. The soul of the deceased must answer questions truthfully and to the best of their abilities.A creature is not aware of any questions or answers given when returned to life.,Healer,3,,,May be used 1x per day +1 per Healer Tier above 3.,"50 word spell in spellbook, and roleplay.",,1,1,3,Per Event Day,,
Major Blessing,"The Healer, using the Tome of Blessings & Curses, may now choose 1 of the 3 Major Blessings in play to place on a single item. When that item is held or possessed by another player, they are placed under the effect of the Blessing imparted. ",Healer,3,,,Healer may only have one item Cursed or Blessed in play at a time. The maximum Tier of the Blessing is equal to the Healer Tier of the Caster.,"An item, with a colorful ribbon/band around it with the name of the Blessing attached. Effect of Blessing should be written and available in a card format for the player with the item that has received the effect.",Minor Curse,1,,,At a time,,
Holy Armor 2,"Absorbs the first 2 points of damage taken by the target, regardless of location. Once 2 points of damage are absorbed the spell fades, and the belt flag should be removed.",Healer,4,,,"May be used 2x per day +1 per Healer Tier above 4. Holy Armor 2 may not be stacked with other Holy Armors, or Arcane Armor.","75 word spell in spellbook, and roleplay. Red belt flag with two white stripes.",Holy Armor,2,1,4,Per Event Day,,
Heal Group Major,"An amount of targets, equal to the healers tier, are healed completely from a mortally wounded state or less.",Healer,4,,,May be used 1x per day +1 per Healer Tier above ,"60 word spell in spellbook, and roleplay, each player must be pointed to or touched.",Heal Group Minor,1,1,4,,,
Augury,When cast the player will receive an omen or message from an otherworldly entity about the results of a specific course of action that the players plan to take within the next 30 minutes. Other information can be provided at the organizer’s discretion,Healer,4,,,May be used 1x per day. Requires Game Official to be present.,"75 word spell in spellbook, and roleplay.",,1,,,Per Event Day,,
Hold Person,(Combat Magic) Player summons spiritual energy in the form of a sphere that may be thrown at the target player or NPC. If a target is hit by the Hold Person spell they are frozen in place for 15 seconds per healer tier. May not be blocked by shields.,Healer,4,,,May be used 1x per day +1 per every 2 Healer Tiers.,"50 word spell in spellbook, and roleplay. 6” White Spell Ball",,1,0.5,0,Per Event Day,,
Major Curse,"The Healer, using the Tome of Blessings & Curses, may now choose 1 of the 3 Major Curses in play to place on a single item. When that item is held or possessed by another player, they are placed under the effect of the Curse imparted.",Healer,4,,,Healer may only have one item Cursed or Blessed in play at a time. The maximum Tier of the Curse is equal to the Healer Tier of the Caster.,"An item, with a colorful ribbon/band around it with the name of the Blessing attached. Effect of Curse should be written and available in a card format for the player with the item that has received the effect.",,1,,,At a time,,
Imbue with Smite,"(Combat Magic) The Healer has developed the ability to gather and focus their spiritual energy and faith onto a weapon to deliver a powerful attack. Once cast, the next attack that lands on an opponent anywhere (weapons and shields) by the imbued weapon does 1 additional damage, with additional damage added for every other Healer tier over 4. That damage counts as holy or unholy. ",Healer,4,,,"May only be used once per encounter, up to a maximum of 3 times per adventure day, with an additional use added every other Healer Tier over 4. Does not stack with any other damage multipliers/buffs","75 word spell in spellbook, and roleplay. ",,3,1,4,Per Event Day,,
Animated Dead,"The caster’s mastery over death has reached the point where a body may be reanimated from death to create a minion to serve them. The targeted creature is Reanimated as an Animated Dead. During Casting, the caster may select to animate the creature or player as either a Zombie (2 HP, can only walk) or a Skeleton (1 HP, moves freely ignores thrusts and arrows). Both attack with Necrotic damage. The most basic form of reanimation, these creatures are dependent on the orders of their master and can only follow the most basic of commands. In absence of commands from their master, they attack the nearest creature until destroyed.",Healer,4,,,May be used 1x per day +1 per every 2 Healer/Mage Tiers. Players may decline to be animated. A player may only have one Animated Dead in play per 2 Tiers,"75 word spell in spellbook, and roleplay. Skeleton Mask or Gray Headband, Zombie Mask or Black headband",Speak with Dead,1,0.5,0,,,
Swift Heal,"Once this spell is written in the player's spell book, the player may half the casting time of basic Healing spells. The word length of such spells may be reduced by 50%, rounded up.",Healer,4,,,"Only applies to Heal Minor, Heal Major, and the group versions of those spells.",200 word reference in spellbook.,Heal Group Minor,,,,,,
Resurrection,Target is brought back to life from death. They are fully healed and can remember their death and the events leading up to it. Does restore armor and other items ,Healer,5,,,May be used 1x per day +1 per Healer Tier above 5.,"100 word spell in spellbook, and roleplay.",Self Sacrifice,1,1,5,Per Event Day,,
Specialist,Player may gain additional mana points equal to half their healer tier (rounded up) for use with the ‘Scrolls and Potions’ skill for the creation of potions.,Healer,5,,"While using preferred Physical Representations with instructions written in their spellbook to convey their use, all spells that detect ailments, cure ailments, and heal senses casting times are halved.",,"100 word Reference in spellbook, and roleplay.",Detect Ailment,,,,,,
Healer's Bulwark,"Once this spell is written in the player's spell book, The Healer is able to use their shield as their spell focus and it is imbued with magical resistance. The healer may now cast without referencing their spellbook. A good effort should be made to affix representations of the healer's spell on the back of their shield, and casting time remains the same, and players must recite invocation lines. The shield is now also able to block magical attacks up to the wielder’s tier and resist magical shield breaking effects up to the healer's tier.",Healer,5,,,,"200 word spell in spellbook, and roleplay. The caster must memorize their spells, and/or have them written on the back of the shield, to jog their memory. ",Shield Training,1,,,At a time,,
Inflict Major Curses and Wounds,(Combat Magic) The Healer summons spiritual energy that can be thrown at target player or NPC that either does 2 points of holy/unholy damage or imparts a major curse from the Tome of Blessings & Curses.,Healer,5,,,"All curses inflicted this way are removed if the affected player receives a Coup de Grâce style blow. May be used 1 time per day, with an additional use added for every healer tier above 5. Damage and curses are blocked by shields and armor.","50 word spell written in spellbook and roleplay. Minimum 3” black spellball, alternatively character themed coreless throwing weapons painted black may be used, such as darts, knives, and hammers. If a curse is being imparted, an invocation line including the curse name and effect should be added on to the spell, minimum an additional 5 words.",,1,1,5,Per Event Day,,
Create Undead Knight,"Continued study in the necromantic arts allows the player to increase the strength of their undead minions. The caster may now create their Skeleton or Zombie as a Knight, which triples their hit point pool and allows them to speak and follow more advanced commands. The Knight may now also use Mighty Blow a single time if they wield a two handed weapon.",Healer,5,,,May be used 1x per day +1 per every 2 Healer Tiers. Players may decline to be animated. A player may only have one Undead Knight in play per 3 Tiers of experience.,"100 word spell in spellbook, and roleplay. Gray headband with two black skulls or an even meaner skeleton mask.",Animate Dead,1,0.5,0,Per Event Day,,
Master of the Tome,"The Healer now gains the ability to utilize Blessings/Curses that have been in The Tome of Blessings & Curses at any time, without having to adhere to the seasonal selection of the blessings and curses. Additionally, the player may now have up to two cursed/blessed items in play at a time. The healer may now also attempt to create Minor & Major Blessings and Curses by working with Organizers.",Healer,5,,,,100 word reference in spell book,Major Blessing AND Major Curse,2,,,At a time,,
Animated Group of Dead,"A number of targeted creatures up to your tier may now be Reanimated as Animated Dead. If cast on a player they are Animated for 10 minutes or until slain; after they may continue to role play as the undead minion of the casting player until death if they wish, or return to play as normal, with no memory of their death or what they did while animated. During Casting, may select to animate individual creatures or players as either a Zombie or a Skeleton. The most basic form of reanimation, these creatures are dependent on the orders of their master and can only follow the most basic of commands. In absence of commands from their master, they attack the nearest creature until destroyed.",Healer,6,,"Upon taking Animate Group of Dead, the limit of the number of Animated Dead under your control is increased to 1 Per Healer/Mage Tier",May be used 1x per day +1 per every 2 Healer/Mage Tiers. Players may decline to be animated.(See Animate Dead),"100 word spell in spellbook, and roleplay. See Animate Dead for specifics.",Create Undead Knight,1,0.5,0,Per Event Day,,
Restore Memory,"Restore Memory gives the caster the ability to bring back lost memories from the target’s previous lives, or memories lost, or shrouded by other magics. When a Healer casts Restore Memory the target player or NPC can recall what happened in their last life, and the circumstances surrounding and deaths during that day/event. In the case of memories lost, or shrouded by other magics an Organizer may be necessary in order to determine the Tier of the other caster, and nature of the memories to be recovered.",Healer,6,,,"If the caster of the magics clouding the memories to be restored is greater than the Tier of the Healer, then they can not be restored. Can only be used 1 time per day + 1x per healer tier after 6th.","100 word spell in spellbook, and roleplay. ",,1,1,6,Per Event Day,,
Create Relic,"The player imbues an item with Holy/Unholy energy, Relic weapons deal +1 damage, all damage from the weapon is considered Holy/Unholy. May overcome standard weapon resistance of some creatures. ",Healer,6,,Duration: Events equal to half the Healer’s Tier,A player may only have one Relic in play at a time.,"100 word spell in spellbook, ritual magic roleplay. Blue ribbon and white ribbon tied on the weapon marked ""RELIC"" ",Major Blessing,1,,,At a time,,
Spontaneous Spell,"Healers use Spontaneous Spell to imbue an item, like a holy symbol, healing icon, or other focus item with a spell for later use. The player casts Spontaneous Spell first, and then the spell that they wish to be used instantly later, excluding the invocation line. When the player wants to unleash the stored spell they first must declare “Spontaneous Spell” and then recite the invocation line of the stored spell to be cast.   ",Healer,6,,,"May be used 1x per day +1 per Healer Tier above 6. One spell at Healer Tier 6, plus one spell per Tier. All Spontaneous Spells reset after the conclusion of an event.","140 word spell in spellbook, holy symbol, healing icon, or other spiritual focus, and role play.",,1,1,6,Per Event Day,,
Healer's Chant,"(Combat Magic) While chanting this spell, and for every time the chant and roleplay is repeated within touch of the target, heal 1 wound or hit of damage to the desired target. If words can heal, they can also hurt. While chanting this spell, and for every time the chant and roleplay is repeated within touch of the target deal 1 wound or hit of damage to the desired target. Spell Lasts until interrupted, or chanting stops.",Healer,6,,,"1 use per event, with an additional use received every other tier. May only be used on players that are at maximum mortally wounded. ","100 word spell in spellbook, and roleplay. The healing effect begins and The caster must create a six word chant that they will rhythmically speak or sing for the duration of the spell. For every Tier after 6th you may reduce the chant by one word.",,1,,,Per Event,,
Necrotic Blast,"(Combat Magic) The Mage is able to draw dark energy from the rotted roots of Leylines and cast a ball of necrotic energy at their foes. If the target is a player hit by the spell they are engulfed in a blast of necrotic energy, the life force is drained out of them and they are killed regardless of armor. If the target is an NPC it takes 4 wounds of Necrotic magic damage. Destroys shields on strike.",Healer,6,,"Damage: 4 points, Magic, Necrotic",May be used 1x per day +1 per every 2 Mage Tiers.,80 word spell in spellbook and roleplay. 6” Black Spell Ball,,1,0.5,0,Per Event Day,,
